Date,Time,Currency,Impact,Event,Actual,Forecast,Previous,Outcome
1/7/2016,3:45,JPY,L,30-y Bond Auction,1.22|3.7,,1.40|3.9,
1/7/2016,7:00,EUR,M,German Factory Orders m/m,1.50%,0.10%,1.70%,
1/7/2016,7:00,EUR,M,German Retail Sales m/m,0.20%,0.50%,-0.10%,
1/7/2016,8:00,CHF,M,Foreign Currency Reserves,560B,,563B,
1/7/2016,8:00,GBP,M,Halifax HPI m/m,1.70%,0.50%,0.00%,
1/7/2016,9:00,EUR,L,Italian Monthly Unemployment Rate,11.30%,11.50%,11.50%,
1/7/2016,9:10,EUR,L,Retail PMI,49,,48.5,
1/7/2016,9:59,EUR,L,French 10-y Bond Auction,0.86|1.4,,0.50|2.3,
1/7/2016,10:00,EUR,M,Unemployment Rate,10.50%,10.70%,10.60%,
1/7/2016,10:00,EUR,L,Retail Sales m/m,-0.30%,0.20%,-0.20%,
1/7/2016,12:30,USD,L,Challenger Job Cuts y/y,-27.60%,,-13.90%,
1/7/2016,13:25,CAD,H,BOC Gov Poloz Speaks,,,,
1/7/2016,13:30,USD,H,Unemployment Claims,277K,271K,287K,
1/7/2016,15:00,CAD,M,Ivey PMI,49.9,56.7,63.6,
1/7/2016,15:30,USD,L,Natural Gas Storage,-113B,-95B,-58B,
1/7/2016,22:30,AUD,L,AIG Construction Index,46.8,,50.7,
1/8/2016,0:00,JPY,L,BOJ Summary of Opinions,,,,
1/8/2016,0:30,AUD,H,Retail Sales m/m,0.40%,0.40%,0.60%,
1/8/2016,1:30,JPY,L,Average Cash Earnings y/y,0.00%,0.70%,0.70%,
1/8/2016,5:00,JPY,L,Leading Indicators,103.90%,103.90%,104.20%,
1/8/2016,6:45,CHF,L,Unemployment Rate,3.40%,3.40%,3.40%,
1/8/2016,7:00,EUR,L,German Industrial Production m/m,-0.30%,0.40%,0.50%,
1/8/2016,7:00,EUR,L,German Trade Balance,19.7B,20.1B,20.5B,
1/8/2016,7:45,EUR,L,French Industrial Production m/m,-0.90%,-0.20%,0.70%,
1/8/2016,7:45,EUR,L,French Trade Balance,-4.6B,-4.0B,-4.9B,
1/8/2016,8:15,CHF,L,CPI m/m,-0.40%,-0.20%,-0.10%,
1/8/2016,9:30,GBP,M,Goods Trade Balance,-10.6B,-10.5B,-11.2B,
1/8/2016,13:30,CAD,H,Employment Change,22.8K,10.4K,-35.7K,
1/8/2016,13:30,CAD,H,Unemployment Rate,7.10%,7.10%,7.10%,
1/8/2016,13:30,CAD,M,Building Permits m/m,-19.60%,-3.20%,9.90%,
1/8/2016,13:30,USD,H,Average Hourly Earnings m/m,0.00%,0.20%,0.20%,
1/8/2016,13:30,USD,H,Non-Farm Employment Change,292K,203K,252K,
1/8/2016,13:30,USD,H,Unemployment Rate,5.00%,5.00%,5.00%,
1/8/2016,15:00,USD,L,Final Wholesale Inventories m/m,-0.30%,0.00%,-0.30%,
1/8/2016,20:00,USD,L,Consumer Credit m/m,14.0B,18.7B,15.6B,
1/9/2016,1:30,CNY,H,CPI y/y,1.60%,1.70%,1.50%,
1/9/2016,1:30,CNY,M,PPI y/y,-5.90%,-5.80%,-5.90%,
1/10/2016,21:45,NZD,L,Building Consents m/m,1.80%,,5.40%,
1/11/2016,0:01,JPY,N,Bank Holiday,,,,
1/11/2016,0:30,AUD,L,ANZ Job Advertisements m/m,-0.10%,,1.10%,
1/11/2016,8:15,CHF,L,Retail Sales y/y,-2.10%,0.30%,-1.10%,
1/11/2016,9:30,EUR,L,Sentix Investor Confidence,9.6,11.5,15.7,
1/11/2016,13:13,CAD,L,Housing Starts,173K,202K,212K,
1/11/2016,14:59,USD,L,Labor Market Conditions Index m/m,2.9,,2.7,
1/11/2016,15:30,CAD,M,BOC Business Outlook Survey,,,,
1/11/2016,23:50,JPY,M,Current Account,1.42T,1.52T,1.49T,
1/11/2016,23:50,JPY,L,Bank Lending y/y,2.20%,,2.30%,
1/12/2016,0:00,NZD,L,ANZ Commodity Prices m/m,-1.80%,,-5.60%,
1/12/2016,0:01,GBP,L,BRC Retail Sales Monitor y/y,0.10%,,-0.40%,
1/12/2016,5:00,JPY,L,Consumer Confidence,42.7,42.3,42.6,
1/12/2016,6:00,JPY,L,Economy Watchers Sentiment,48.7,46.7,46.1,
1/12/2016,9:30,GBP,H,Manufacturing Production m/m,-0.40%,0.10%,-0.40%,
1/12/2016,9:30,GBP,L,Industrial Production m/m,-0.70%,0.00%,0.00%,
1/12/2016,10:30,JPY,H,BOJ Gov Kuroda Speaks,,,,
1/12/2016,10:30,USD,M,FOMC Member Fischer Speaks,,,,
1/12/2016,11:00,USD,L,NFIB Small Business Index,95.2,95.4,94.8,
1/12/2016,14:15,GBP,H,BOE Gov Carney Speaks,,,,
1/12/2016,14:47,GBP,L,NIESR GDP Estimate,0.60%,,0.60%,
1/12/2016,15:00,USD,M,JOLTS Job Openings,5.43M,5.41M,5.35M,
1/12/2016,15:00,USD,L,IBD/TIPP Economic Optimism,47.3,47.6,47.2,
1/12/2016,23:50,JPY,L,M2 Money Stock y/y,3.00%,3.40%,3.30%,
1/13/2016,2:00,CNY,H,Trade Balance,382B,339B,343B,
1/13/2016,2:00,USD,L,President Obama Speaks,,,,
1/13/2016,2:56,CNY,L,USD-Denominated Trade Balance,60.1B,52.2B,54.1B,
1/13/2016,7:45,EUR,L,French Final CPI m/m,0.20%,0.10%,-0.20%,
1/13/2016,10:00,EUR,L,Industrial Production m/m,-0.70%,-0.20%,0.80%,
1/13/2016,10:34,EUR,L,German 10-y Bond Auction,0.59|1.1,,0.49|1.1,
1/13/2016,13:00,CHF,M,Gov Board Member Zurbrugg Speaks,,,,
1/13/2016,15:30,USD,H,Crude Oil Inventories,0.2M,1.9M,-5.1M,
1/13/2016,18:03,USD,L,10-y Bond Auction,2.09|2.8,,2.23|2.6,
1/13/2016,19:00,USD,L,Beige Book,,,,
1/13/2016,19:00,USD,L,Federal Budget Balance,-14.4B,-2.7B,-64.6B,
1/13/2016,23:50,JPY,L,Core Machinery Orders m/m,-14.40%,-7.30%,10.70%,
1/13/2016,23:50,JPY,L,PPI y/y,-3.40%,-0.40%,-3.60%,
1/14/2016,0:01,EUR,M,Eurogroup Meetings,,,,
1/14/2016,0:30,AUD,H,Employment Change,-1.0K,-11.0K,74.9K,
1/14/2016,0:30,AUD,H,Unemployment Rate,5.80%,5.90%,5.80%,
1/14/2016,5:58,JPY,L,Prelim Machine Tool Orders y/y,-25.80%,,-17.70%,
1/14/2016,7:00,EUR,L,German WPI m/m,-0.80%,0.10%,-0.20%,
1/14/2016,9:00,EUR,L,Italian Industrial Production m/m,-0.50%,0.30%,0.50%,
1/14/2016,12:00,GBP,H,MPC Official Bank Rate Votes,1-0-8,1-0-8,1-0-8,
1/14/2016,12:00,GBP,H,Monetary Policy Summary,,,,
1/14/2016,12:00,GBP,H,Official Bank Rate,0.50%,0.50%,0.50%,
1/14/2016,12:00,GBP,M,Asset Purchase Facility,375B,375B,375B,
1/14/2016,12:00,GBP,M,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9,
1/14/2016,12:30,EUR,M,ECB Monetary Policy Meeting Accounts,,,,
1/14/2016,13:30,CAD,M,NHPI m/m,0.20%,0.20%,0.30%,
1/14/2016,13:30,USD,H,Unemployment Claims,284K,275K,277K,
1/14/2016,13:30,USD,M,Import Prices m/m,-1.20%,-1.40%,-0.50%,
1/14/2016,14:15,USD,M,FOMC Member Bullard Speaks,,,,
1/14/2016,15:30,USD,L,Natural Gas Storage,-168B,-152B,-113B,
1/14/2016,18:01,USD,L,30-y Bond Auction,2.91|2.3,,2.98|2.4,
1/14/2016,21:45,NZD,L,FPI m/m,-0.80%,,-0.20%,
1/15/2016,0:01,EUR,M,ECOFIN Meetings,,,,
1/15/2016,0:30,AUD,M,Home Loans m/m,1.80%,-0.40%,-0.30%,
1/15/2016,2:00,CNY,L,M2 Money Supply y/y,13.30%,13.60%,13.70%,
1/15/2016,2:00,CNY,L,New Loans,598B,700B,709B,
1/15/2016,7:45,EUR,L,French Gov Budget Balance,-82.8B,,-76.2B,
1/15/2016,9:30,GBP,M,BOE Credit Conditions Survey,,,,
1/15/2016,9:30,GBP,L,Construction Output m/m,-0.50%,0.50%,0.20%,
1/15/2016,10:00,EUR,L,Trade Balance,22.7B,21.1B,19.8B,
1/15/2016,13:30,USD,H,Core Retail Sales m/m,-0.10%,0.20%,0.30%,
1/15/2016,13:30,USD,H,PPI m/m,-0.20%,-0.20%,0.30%,
1/15/2016,13:30,USD,H,Retail Sales m/m,-0.10%,-0.10%,0.40%,
1/15/2016,13:30,USD,M,Core PPI m/m,0.10%,0.10%,0.30%,
1/15/2016,13:30,USD,M,Empire State Manufacturing Index,-19.4,-4.1,-4.6,
1/15/2016,14:00,USD,M,FOMC Member Dudley Speaks,,,,
1/15/2016,14:15,USD,M,Capacity Utilization Rate,76.50%,76.80%,76.90%,
1/15/2016,14:15,USD,M,Industrial Production m/m,-0.40%,-0.20%,-0.90%,
1/15/2016,14:30,GBP,L,CB Leading Index m/m,0.30%,,-0.10%,
1/15/2016,15:00,USD,H,Prelim UoM Consumer Sentiment,93.3,92.7,92.6,
1/15/2016,15:00,USD,L,Business Inventories m/m,-0.20%,0.00%,-0.10%,
1/15/2016,15:00,USD,L,Prelim UoM Inflation Expectations,2.40%,,2.60%,
1/17/2016,23:30,AUD,L,MI Inflation Gauge m/m,0.20%,,0.10%,
1/18/2016,0:01,GBP,L,Rightmove HPI m/m,0.50%,,-1.10%,
1/18/2016,0:01,USD,N,Bank Holiday,,,,
