Date,Time,Currency,Impact,Event,Actual,Forecast,Previous,Outcome
1/1/2007,0:01,CNY,N,Bank Holiday,,,,
1/1/2007,0:01,JPY,N,Bank Holiday,,,,
1/1/2007,0:01,CHF,N,Bank Holiday,,,,
1/1/2007,0:01,EUR,N,German Bank Holiday,,,,
1/1/2007,0:01,EUR,N,French Bank Holiday,,,,
1/1/2007,0:01,EUR,N,Italian Bank Holiday,,,,
1/1/2007,0:01,GBP,N,Bank Holiday,,,,
1/1/2007,0:01,CAD,N,Bank Holiday,,,,
1/1/2007,0:01,USD,N,Bank Holiday,,,,
1/1/2007,0:01,NZD,N,Bank Holiday,,,,
1/1/2007,1:00,CNY,H,Manufacturing PMI,54.8,,55.3,
1/1/2007,22:30,AUD,L,AIG Manufacturing Index,52.4,,54.4,
1/2/2007,0:00,CNY,N,Bank Holiday,,,,
1/2/2007,0:01,JPY,N,Bank Holiday,,,,
1/2/2007,0:01,CHF,N,Bank Holiday,,,,
1/2/2007,2:30,CNY,M,Caixin Manufacturing PMI,52.4,,53,
1/2/2007,5:30,AUD,M,Commodity Prices y/y,11.00%,,13.90%,
1/2/2007,8:15,EUR,L,Spanish Manufacturing PMI,57.2,,56.1,
1/2/2007,8:45,EUR,L,Italian Manufacturing PMI,55,55.5,54.8,
1/2/2007,9:00,EUR,M,Final Manufacturing PMI,56.5,56.5,56.6,
1/2/2007,9:30,GBP,M,Final Manufacturing PMI,51.9,53,52.5,
1/3/2007,0:01,JPY,N,Bank Holiday,,,,
1/3/2007,0:01,USD,L,Total Vehicle Sales,16.7M,16.5M,16.1M,
1/3/2007,8:00,EUR,L,Spanish Unemployment Change,-0.3K,,30.3K,
1/3/2007,8:30,CHF,M,Manufacturing PMI,65,66,67,
1/3/2007,8:55,EUR,M,German Unemployment Change,-96K,-110K,-90K,
1/3/2007,9:30,GBP,L,Construction PMI,57.5,54.5,54.8,
1/3/2007,10:09,EUR,L,German 10-y Bond Auction,3.94|1.8,,3.72|1.6,
1/3/2007,13:15,USD,M,ADP Non-Farm Employment Change,-40K,120K,230K,
1/3/2007,15:00,USD,H,ISM Manufacturing PMI,51.4,51,49.5,
1/3/2007,15:00,USD,L,Construction Spending m/m,-0.20%,-0.60%,-1.00%,
1/3/2007,15:00,USD,L,ISM Manufacturing Prices,47.5,54,53.5,
1/3/2007,19:00,USD,H,FOMC Meeting Minutes,,,,
1/3/2007,21:45,NZD,H,Trade Balance,-785M,-976M,-1174M,
1/3/2007,22:30,AUD,L,AIG Services Index,49.5,,48.5,
1/4/2007,6:45,CHF,H,CPI m/m,0.00%,0.10%,0.00%,
1/4/2007,8:15,EUR,L,Spanish Services PMI,58.1,,60.4,
1/4/2007,8:45,EUR,L,Italian Services PMI,55,56.2,56.2,
1/4/2007,9:00,EUR,L,Final Services PMI,57.2,57.5,57.6,
1/4/2007,9:30,GBP,M,Final Services PMI,60.6,60,59.8,
1/4/2007,9:30,GBP,L,Mortgage Approvals,129K,120K,128K,
1/4/2007,9:30,GBP,L,Net Lending to Individuals m/m,10.9B,11.0B,10.8B,
1/4/2007,9:55,EUR,L,French 10-y Bond Auction,3.97|2.4,,3.74|2.4,
1/4/2007,10:00,EUR,L,CPI Flash Estimate y/y,1.90%,1.90%,1.90%,
1/4/2007,10:00,EUR,L,Italian Prelim CPI m/m,0.10%,0.10%,0.20%,
1/4/2007,10:30,GBP,M,GfK Consumer Confidence,-8,-6,-7,
1/4/2007,12:30,GBP,L,MPC Member Blanchflower Speaks,,,,
1/4/2007,12:30,USD,L,Challenger Job Cuts y/y,-49.30%,,-22.70%,
1/4/2007,13:30,CAD,M,RMPI m/m,0.90%,1.00%,-2.80%,
1/4/2007,13:30,CAD,L,IPPI m/m,0.00%,0.50%,-0.10%,
1/4/2007,13:30,USD,L,Unemployment Claims,329K,318K,317K,
1/4/2007,15:00,USD,H,ISM Services PMI,57.1,58,58.9,
1/4/2007,15:00,USD,H,Pending Home Sales m/m,-0.50%,0.00%,-1.50%,
1/4/2007,15:00,USD,M,Factory Orders m/m,0.90%,1.50%,-4.50%,
1/4/2007,15:30,USD,L,Crude Oil Inventories,-1.3M,-2.0M,-8.1M,
1/4/2007,23:50,JPY,L,Monetary Base y/y,-20.00%,-23.50%,-22.30%,
1/5/2007,8:00,CHF,L,Foreign Currency Reserves,46B,,46B,
1/5/2007,8:00,GBP,H,Halifax HPI m/m,-1.00%,1.00%,1.60%,
1/5/2007,9:00,EUR,L,Retail PMI,52.1,,53.7,
1/5/2007,10:00,EUR,L,Consumer Confidence,-6,-7,-7,
1/5/2007,10:00,EUR,L,PPI m/m,0.00%,0.10%,0.00%,
1/5/2007,10:00,EUR,L,Retail Sales m/m,0.50%,0.50%,0.30%,
1/5/2007,10:00,EUR,L,Unemployment Rate,7.60%,7.60%,7.70%,
1/5/2007,12:00,CAD,H,Employment Change,62.0K,17.0K,22.0K,
1/5/2007,12:00,CAD,H,Unemployment Rate,6.10%,6.30%,6.30%,
1/5/2007,13:30,USD,H,Non-Farm Employment Change,167K,115K,132K,
1/5/2007,13:30,USD,H,Unemployment Rate,4.50%,4.50%,4.50%,
1/5/2007,13:30,USD,M,Average Hourly Earnings m/m,0.50%,0.30%,0.30%,
1/5/2007,15:00,CAD,H,Ivey PMI,49.4,50.5,52.8,
1/5/2007,15:30,USD,L,Natural Gas Storage,-47B,-60B,-46B,
1/5/2007,18:45,USD,M,Fed Chairman Bernanke Speaks,,,,
1/7/2007,22:30,AUD,L,AIG Construction Index,52.1,,47.6,
1/8/2007,0:01,JPY,N,Bank Holiday,,,,
1/8/2007,0:30,AUD,H,Building Approvals m/m,4.10%,2.00%,-6.80%,
1/8/2007,0:30,AUD,M,ANZ Job Advertisements m/m,12.10%,,-3.80%,
1/8/2007,6:45,CHF,L,Unemployment Rate,3.10%,3.10%,3.10%,
1/8/2007,7:00,EUR,M,German Retail Sales m/m,-0.30%,0.60%,-0.50%,
1/8/2007,11:00,EUR,M,German Factory Orders m/m,1.50%,1.50%,-0.70%,
1/8/2007,15:30,CAD,H,BOC Business Outlook Survey,,,,
1/8/2007,17:45,USD,M,FOMC Member Kohn Speaks,,,,
1/8/2007,20:00,USD,L,Consumer Credit m/m,12.3B,5.4B,-1.3B,
1/9/2007,0:01,GBP,M,BRC Retail Sales Monitor y/y,2.50%,,0.50%,
1/9/2007,0:30,AUD,H,Retail Sales m/m,0.20%,0.30%,0.80%,
1/9/2007,7:00,EUR,L,German Trade Balance,19.3B,15.3B,17.2B,
1/9/2007,11:00,EUR,M,German Industrial Production m/m,1.80%,1.00%,-0.80%,
1/9/2007,12:30,USD,L,NFIB Small Business Index,96.5,,99.7,
1/9/2007,13:15,CAD,H,Housing Starts,212K,230K,229K,
1/9/2007,15:00,USD,L,IBD/TIPP Economic Optimism,53.7,53.7,53.5,
1/9/2007,23:30,AUD,L,Westpac Consumer Sentiment,7.30%,,11.80%,
1/10/2007,0:01,GBP,L,Nationwide Consumer Confidence,83,89,89,
1/10/2007,0:30,AUD,M,Trade Balance,-0.84B,-0.73B,-1.51,
1/10/2007,3:45,JPY,L,10-y Bond Auction,1.73|2.5,,1.64|2.3,
1/10/2007,7:00,EUR,L,German WPI m/m,0.00%,0.20%,0.10%,
1/10/2007,7:45,EUR,M,French Industrial Production m/m,-0.20%,0.70%,0.00%,
1/10/2007,7:45,EUR,L,French Gov Budget Balance,-54.9B,,-48.2B,
1/10/2007,7:45,EUR,L,French Trade Balance,-2.8B,-2.3B,-2.8B,
1/10/2007,9:30,GBP,M,Goods Trade Balance,-7.2B,-6.45B,-6.33B,
1/10/2007,10:30,GBP,L,BRC Shop Price Index y/y,2.30%,,1.80%,
1/10/2007,13:30,CAD,M,Building Permits m/m,3.00%,2.00%,7.80%,
1/10/2007,13:30,CAD,M,Trade Balance,4.7B,3.7B,3.8B,
1/10/2007,13:30,CAD,L,NHPI m/m,0.50%,0.30%,0.20%,
1/10/2007,13:30,USD,H,Trade Balance,-58.2B,-60.0B,-58.9B,
1/10/2007,15:00,USD,L,Final Wholesale Inventories m/m,1.30%,0.40%,0.40%,
1/10/2007,15:00,USD,L,JOLTS Job Openings,4.24M,,4.25M,
1/10/2007,15:30,USD,L,Crude Oil Inventories,-5.0M,-1.5M,-1.3M,
1/10/2007,21:30,AUD,L,MI Inflation Expectations,3.50%,,3.50%,
1/11/2007,0:30,AUD,H,Employment Change,44.6K,12.0K,43.0K,
1/11/2007,0:30,AUD,M,Unemployment Rate,4.60%,4.80%,4.60%,
1/11/2007,1:35,CNY,H,USD-Denominated Trade Balance,21.0B,21.6B,22.9B,
1/11/2007,5:00,JPY,L,Leading Indicators,20.00%,20.00%,54.50%,
1/11/2007,6:00,JPY,L,Prelim Machine Tool Orders y/y,-2.40%,,4.90%,
1/11/2007,9:30,GBP,H,Manufacturing Production m/m,0.30%,0.20%,-0.30%,
1/11/2007,9:30,GBP,L,Industrial Production m/m,0.50%,0.20%,-0.60%,
1/11/2007,10:00,EUR,L,Final GDP q/q,0.50%,0.50%,0.50%,
1/11/2007,12:00,GBP,H,MPC Rate Statement,,,,
1/11/2007,12:00,GBP,H,Official Bank Rate,5.25%,5.00%,5.00%,
1/11/2007,12:45,EUR,M,Main Refinancing Rate,3.50%,3.50%,3.50%,
